NAME,AGE,SEX,AFFILIATION,GROUP,POSITION,CLASS,SURVIVED
"Renouf, Mr. Peter Henry",34.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Renouf, Mrs. Peter Henry (Lillian Jefferys)",30.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Reynaldo, Ms. Encarnacion",28.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Richard, Mr. Emile",23.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Richards, Master. George Sibley",1.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Richards, Master. William Rowe",3.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Richards, Mrs. Sidney (Emily Hocking)",24.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Ridsdale, Miss. Lucy",50.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Rogers, Mr. Reginald Harry",19.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Rugg, Miss. Emily",21.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Schmidt, Mr. August",26.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Sedgwick, Mr. Charles Frederick Waddington",25.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Sharp, Mr. Percival James R",27.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Shelley, Mrs. William (Imanita Parrish Hall)",25.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Silven, Miss. Lyyli Karoliina",18.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Sincock, Miss. Maude",20.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Sinkkonen, Miss. Anna",30.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Sjostedt, Mr. Ernst Adolf",59.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Slayter, Miss. Hilda Mary",30.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Slemen, Mr. Richard James",35.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Smith, Miss. Marion Elsie",40.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Sobey, Mr. Samuel James Hayden",25.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Stanton, Mr. Samuel Ward",41.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Stokes, Mr. Philip Joseph",25.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Swane, Mr. George",18.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Sweet, Mr. George Frederick",14.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Toomey, Miss. Ellen",50.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Troupiansky, Mr. Moses Aaron",23.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Trout, Mrs. William H (Jessie L)",28.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Troutt, Miss. Edwina Celia 'Winnie'",27.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Turpin, Mr. William John Robert",29.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",27.0,Female,Passengers,Not applicable,Not applicable,Second,False
"Veal, Mr. James",40.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Walcroft, Miss. Nellie",31.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Ware, Mr. John James",30.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Ware, Mr. William Jeffery",23.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Ware, Mrs. John James (Florence Louise Long)",31.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Watt, Miss. Bertha J",12.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Watt, Mrs. James (Elizabeth 'Bessie' Inglis Milne)",40.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Webber, Miss. Susan",32.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Weisz, Mr. Leopold",27.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",29.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Wells, Master. Ralph Lester",2.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Wells, Miss. Joan",4.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Wells, Mrs. Arthur Henry ('Addie' Dart Trevaskis)",29.0,Female,Passengers,Not applicable,Not applicable,Second,True
"West, Miss. Barbara J",1.0,Female,Passengers,Not applicable,Not applicable,Second,True
"West, Miss. Constance Mirium",5.0,Female,Passengers,Not applicable,Not applicable,Second,True
"West, Mr. Edwy Arthur",36.0,Male,Passengers,Not applicable,Not applicable,Second,False
"West, Mrs. Edwy Arthur (Ada Mary Worth)",33.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Wheadon, Mr. Edward H",66.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Wheeler, Mr. Edwin 'Frederick'",,Male,Passengers,Not applicable,Not applicable,Second,False
"Wilhelms, Mr. Charles",31.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Williams, Mr. Charles Eugene",,Male,Passengers,Not applicable,Not applicable,Second,True
"Wright, Miss. Marion",26.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Yrois, Miss. Henriette ('Mrs Harbeck')",24.0,Female,Passengers,Not applicable,Not applicable,Second,False
"Abbing, Mr. Anthony",42.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Abbott, Master. Eugene Joseph",13.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Abbott, Mr. Rossmore Edward",16.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Abbott, Mrs. Stanton (Rosa Hunt)",35.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Abelseth, Miss. Karen Marie",16.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Abelseth, Mr. Olaus Jorgensen",25.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Abrahamsson, Mr. Abraham August Johannes",20.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",18.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Adahl, Mr. Mauritz Nils Martin",30.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Adams, Mr. John",26.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",40.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Aks, Master. Philip Frank",1.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Aks, Mrs. Sam (Leah Rosen)",18.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Albimona, Mr. Nassef Cassem",26.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Alexander, Mr. William",26.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Alhomaki, Mr. Ilmari Rudolf",20.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Ali, Mr. Ahmed",24.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Ali, Mr. William",25.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Allen, Mr. William Henry",35.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Allum, Mr. Owen George",18.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Andersen, Mr. Albert Karvin",32.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Andersen-Jensen, Miss. Carla Christine Nielsine",19.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Andersson, Master. Sigvard Harald Elias",4.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Andersson, Miss. Ebba Iris Alfrida",6.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Andersson, Miss. Ellis Anna Maria",2.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Andersson, Miss. Erna Alexandra",17.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Andersson, Miss. Ida Augusta Margareta",38.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Andersson, Miss. Ingeborg Constanzia",9.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Andersson, Miss. Sigrid Elisabeth",11.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Andersson, Mr. Anders Johan",39.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Andersson, Mr. August Edvard ('Wennerstrom')",27.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Andersson, Mr. Johan Samuel",26.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",39.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Andreasson, Mr. Paul Edvin",20.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Angheloff, Mr. Minko",26.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Arnold-Franchi, Mr. Josef",25.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",18.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Aronsson, Mr. Ernst Axel Algot",24.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Asim, Mr. Adola",35.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Asplund, Master. Carl Edgar",5.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Asplund, Master. Clarence Gustaf Hugo",9.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Asplund, Master. Edvin Rojj Felix",3.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Asplund, Master. Filip Oscar",13.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Asplund, Miss. Lillian Gertrud",5.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",40.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Asplund, Mr. Johan Charles",23.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",38.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Assaf Khalil, Mrs. Mariana ('Miriam')",45.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Assaf, Mr. Gerios",21.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Assam, Mr. Ali",23.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Attalah, Miss. Malake",17.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Attalah, Mr. Sleiman",30.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Augustsson, Mr. Albert",23.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Ayoub, Miss. Banoura",13.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Baccos, Mr. Raffull",20.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Backstrom, Mr. Karl Alfred",32.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",33.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Baclini, Miss. Eugenie",1.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Baclini, Miss. Helene Barbara",1.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Baclini, Miss. Marie Catherine",5.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Baclini, Mrs. Solomon (Latifa Qurban)",24.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Badman, Miss. Emily Louisa",18.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Badt, Mr. Mohamed",40.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Balkic, Mr. Cerin",26.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Barah, Mr. Hanna Assi",20.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Barbara, Miss. Saiide",18.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Barbara, Mrs. (Catherine David)",45.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Barry, Miss. Julia",27.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Barton, Mr. David John",22.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Beavan, Mr. William Thomas",19.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Bengtsson, Mr. John Viktor",26.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Berglund, Mr. Karl Ivar Sven",22.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Betros, Master. Seman",,Male,Passengers,Not applicable,Not applicable,Third,False
"Betros, Mr. Tannous",20.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Bing, Mr. Lee",32.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Birkeland, Mr. Hans Martin Monsen",21.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Bjorklund, Mr. Ernst Herbert",18.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Bostandyeff, Mr. Guentcho",26.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Boulos, Master. Akar",6.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Boulos, Miss. Nourelain",9.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Boulos, Mr. Hanna",,Male,Passengers,Not applicable,Not applicable,Third,False
"Boulos, Mrs. Joseph (Sultana)",,Female,Passengers,Not applicable,Not applicable,Third,False
"Bourke, Miss. Mary",,Female,Passengers,Not applicable,Not applicable,Third,False
"Bourke, Mr. John",40.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Bourke, Mrs. John (Catherine)",32.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Bowen, Mr. David John 'Dai'",21.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Bradley, Miss. Bridget Delia",22.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Braf, Miss. Elin Ester Maria",20.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Braund, Mr. Lewis Richard",29.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Braund, Mr. Owen Harris",22.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Brobeck, Mr. Karl Rudolf",22.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Brocklebank, Mr. William Alfred",35.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Buckley, Miss. Katherine",18.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Buckley, Mr. Daniel",21.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Burke, Mr. Jeremiah",19.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Burns, Miss. Mary Delia",18.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Cacic, Miss. Manda",21.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Cacic, Miss. Marija",30.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Cacic, Mr. Jego Grga",18.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Cacic, Mr. Luka",38.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Calic, Mr. Jovo",17.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Calic, Mr. Petar",17.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Canavan, Miss. Mary",21.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Canavan, Mr. Patrick",21.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Cann, Mr. Ernest Charles",21.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Caram, Mr. Joseph",,Male,Passengers,Not applicable,Not applicable,Third,False
"Caram, Mrs. Joseph (Maria Elias)",,Female,Passengers,Not applicable,Not applicable,Third,False
"Carlsson, Mr. August Sigfrid",28.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Carlsson, Mr. Carl Robert",24.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Carr, Miss. Helen 'Ellen'",16.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Carr, Miss. Jeannie",37.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Carver, Mr. Alfred John",28.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Celotti, Mr. Francesco",24.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Charters, Mr. David",21.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Chip, Mr. Chang",32.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Christmann, Mr. Emil",29.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Chronopoulos, Mr. Apostolos",26.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Chronopoulos, Mr. Demetrios",18.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Coelho, Mr. Domingos Fernandeo",20.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Cohen, Mr. Gurshon 'Gus'",18.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Colbert, Mr. Patrick",24.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Coleff, Mr. Peju",36.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Coleff, Mr. Satio",24.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Conlon, Mr. Thomas Henry",31.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Connaghton, Mr. Michael",31.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Connolly, Miss Catherine",22.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Connolly, Miss Kate",30.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Connors, Mr. Patrick",70.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Cook, Mr. Jacob",43.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Cor, Mr. Bartol",35.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Cor, Mr. Ivan",27.0,Male,Passengers,Not applicable,Not applicable,Third,False
