NAME,AGE,SEX,AFFILIATION,GROUP,POSITION,CLASS,SURVIVED
"Ryerson, Miss. Susan Parker 'Suzette'",21.0,Female,Passengers,Not applicable,Not applicable,First,True
"Ryerson, Mr. Arthur Larned",61.0,Male,Passengers,Not applicable,Not applicable,First,False
"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",48.0,Female,Passengers,Not applicable,Not applicable,First,True
"Saalfeld, Mr. Adolphe",,Male,Passengers,Not applicable,Not applicable,First,True
"Sagesser, Mlle. Emma",24.0,Female,Passengers,Not applicable,Not applicable,First,True
"Salomon, Mr. Abraham L",,Male,Passengers,Not applicable,Not applicable,First,True
"Schabert, Mrs. Paul (Emma Mock)",35.0,Female,Passengers,Not applicable,Not applicable,First,True
"Serepeca, Miss. Augusta",30.0,Female,Passengers,Not applicable,Not applicable,First,True
"Seward, Mr. Frederic Kimber",34.0,Male,Passengers,Not applicable,Not applicable,First,True
"Shutes, Miss. Elizabeth W",40.0,Female,Passengers,Not applicable,Not applicable,First,True
"Silverthorne, Mr. Spencer Victor",35.0,Male,Passengers,Not applicable,Not applicable,First,True
"Silvey, Mr. William Baird",50.0,Male,Passengers,Not applicable,Not applicable,First,False
"Silvey, Mrs. William Baird (Alice Munger)",39.0,Female,Passengers,Not applicable,Not applicable,First,True
"Simonius-Blumer, Col. Oberst Alfons",56.0,Male,Passengers,Not applicable,Not applicable,First,True
"Sloper, Mr. William Thompson",28.0,Male,Passengers,Not applicable,Not applicable,First,True
"Smart, Mr. John Montgomery",56.0,Male,Passengers,Not applicable,Not applicable,First,False
"Smith, Mr. James Clinch",56.0,Male,Passengers,Not applicable,Not applicable,First,False
"Smith, Mr. Lucien Philip",24.0,Male,Passengers,Not applicable,Not applicable,First,False
"Smith, Mr. Richard William",,Male,Passengers,Not applicable,Not applicable,First,False
"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",18.0,Female,Passengers,Not applicable,Not applicable,First,True
"Snyder, Mr. John Pillsbury",24.0,Male,Passengers,Not applicable,Not applicable,First,True
"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",23.0,Female,Passengers,Not applicable,Not applicable,First,True
"Spedden, Master. Robert Douglas",6.0,Male,Passengers,Not applicable,Not applicable,First,True
"Spedden, Mr. Frederic Oakley",45.0,Male,Passengers,Not applicable,Not applicable,First,True
"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",40.0,Female,Passengers,Not applicable,Not applicable,First,True
"Spencer, Mr. William Augustus",57.0,Male,Passengers,Not applicable,Not applicable,First,False
"Spencer, Mrs. William Augustus (Marie Eugenie)",,Female,Passengers,Not applicable,Not applicable,First,True
"Stahelin-Maeglin, Dr. Max",32.0,Male,Passengers,Not applicable,Not applicable,First,True
"Stead, Mr. William Thomas",62.0,Male,Passengers,Not applicable,Not applicable,First,False
"Stengel, Mr. Charles Emil Henry",54.0,Male,Passengers,Not applicable,Not applicable,First,True
"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",43.0,Female,Passengers,Not applicable,Not applicable,First,True
"Stephenson, Mrs. Walter Bertram (Martha Eustis)",52.0,Female,Passengers,Not applicable,Not applicable,First,True
"Stewart, Mr. Albert A",,Male,Passengers,Not applicable,Not applicable,First,False
"Stone, Mrs. George Nelson (Martha Evelyn)",62.0,Female,Passengers,Not applicable,Not applicable,First,True
"Straus, Mr. Isidor",67.0,Male,Passengers,Not applicable,Not applicable,First,False
"Straus, Mrs. Isidor (Rosalie Ida Blun)",63.0,Female,Passengers,Not applicable,Not applicable,First,False
"Sutton, Mr. Frederick",61.0,Male,Passengers,Not applicable,Not applicable,First,False
"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",48.0,Female,Passengers,Not applicable,Not applicable,First,True
"Taussig, Miss. Ruth",18.0,Female,Passengers,Not applicable,Not applicable,First,True
"Taussig, Mr. Emil",52.0,Male,Passengers,Not applicable,Not applicable,First,False
"Taussig, Mrs. Emil (Tillie Mandelbaum)",39.0,Female,Passengers,Not applicable,Not applicable,First,True
"Taylor, Mr. Elmer Zebley",48.0,Male,Passengers,Not applicable,Not applicable,First,True
"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",,Female,Passengers,Not applicable,Not applicable,First,True
"Thayer, Mr. John Borland",49.0,Male,Passengers,Not applicable,Not applicable,First,False
"Thayer, Mr. John Borland Jr",17.0,Male,Passengers,Not applicable,Not applicable,First,True
"Thayer, Mrs. John Borland (Marian Longstreth Morris)",39.0,Female,Passengers,Not applicable,Not applicable,First,True
"Thorne, Mrs. Gertrude Maybelle",,Female,Passengers,Not applicable,Not applicable,First,True
"Tucker, Mr. Gilbert Milligan Jr",31.0,Male,Passengers,Not applicable,Not applicable,First,True
"Uruchurtu, Don. Manuel E",40.0,Male,Passengers,Not applicable,Not applicable,First,False
"Van der hoef, Mr. Wyckoff",61.0,Male,Passengers,Not applicable,Not applicable,First,False
"Walker, Mr. William Anderson",47.0,Male,Passengers,Not applicable,Not applicable,First,False
"Ward, Miss. Anna",35.0,Female,Passengers,Not applicable,Not applicable,First,True
"Warren, Mr. Frank Manley",64.0,Male,Passengers,Not applicable,Not applicable,First,False
"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",60.0,Female,Passengers,Not applicable,Not applicable,First,True
"Weir, Col. John",60.0,Male,Passengers,Not applicable,Not applicable,First,False
"White, Mr. Percival Wayland",54.0,Male,Passengers,Not applicable,Not applicable,First,False
"White, Mr. Richard Frasar",21.0,Male,Passengers,Not applicable,Not applicable,First,False
"White, Mrs. John Stuart (Ella Holmes)",55.0,Female,Passengers,Not applicable,Not applicable,First,True
"Wick, Miss. Mary Natalie",31.0,Female,Passengers,Not applicable,Not applicable,First,True
"Wick, Mr. George Dennick",57.0,Male,Passengers,Not applicable,Not applicable,First,False
"Wick, Mrs. George Dennick (Mary Hitchcock)",45.0,Female,Passengers,Not applicable,Not applicable,First,True
"Widener, Mr. George Dunton",50.0,Male,Passengers,Not applicable,Not applicable,First,False
"Widener, Mr. Harry Elkins",27.0,Male,Passengers,Not applicable,Not applicable,First,False
"Widener, Mrs. George Dunton (Eleanor Elkins)",50.0,Female,Passengers,Not applicable,Not applicable,First,True
"Willard, Miss. Constance",21.0,Female,Passengers,Not applicable,Not applicable,First,True
"Williams, Mr. Charles Duane",51.0,Male,Passengers,Not applicable,Not applicable,First,False
"Williams, Mr. Richard Norris II",21.0,Male,Passengers,Not applicable,Not applicable,First,True
"Williams-Lambert, Mr. Fletcher Fellows",,Male,Passengers,Not applicable,Not applicable,First,False
"Wilson, Miss. Helen Alice",31.0,Female,Passengers,Not applicable,Not applicable,First,True
"Woolner, Mr. Hugh",,Male,Passengers,Not applicable,Not applicable,First,True
"Wright, Mr. George",62.0,Male,Passengers,Not applicable,Not applicable,First,False
"Young, Miss. Marie Grice",36.0,Female,Passengers,Not applicable,Not applicable,First,True
"Abelson, Mr. Samuel",30.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Abelson, Mrs. Samuel (Hannah Wizosky)",28.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Aldworth, Mr. Charles Augustus",30.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Andrew, Mr. Edgardo Samuel",18.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Andrew, Mr. Frank Thomas",25.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Angle, Mr. William A",34.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Angle, Mrs. William A (Florence 'Mary' Agnes Hughes)",36.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Ashby, Mr. John",57.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Bailey, Mr. Percy Andrew",18.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Baimbrigge, Mr. Charles Robert",23.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Ball, Mrs. (Ada E Hall)",36.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Banfield, Mr. Frederick James",28.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Bateman, Rev. Robert James",51.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Beane, Mr. Edward",32.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Beane, Mrs. Edward (Ethel Clarke)",19.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Beauchamp, Mr. Henry James",28.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Becker, Master. Richard F",1.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Becker, Miss. Marion Louise",4.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Becker, Miss. Ruth Elizabeth",12.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",36.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Beesley, Mr. Lawrence",34.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Bentham, Miss. Lilian W",19.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Berriman, Mr. William John",23.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Botsford, Mr. William Hull",26.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Bowenur, Mr. Solomon",42.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Bracken, Mr. James H",27.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Brown, Miss. Amelia 'Mildred'",24.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Brown, Miss. Edith Eileen",15.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Brown, Mr. Thomas William Solomon",60.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",40.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Bryhl, Miss. Dagmar Jenny Ingeborg",20.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Bryhl, Mr. Kurt Arnold Gottfrid",25.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Buss, Miss. Kate",36.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Butler, Mr. Reginald Fenton",25.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Byles, Rev. Thomas Roussel Davids",42.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Bystrom, Mrs. (Karolina)",42.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Caldwell, Master. Alden Gates",1.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Caldwell, Mr. Albert Francis",26.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",22.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Cameron, Miss. Clear Annie",35.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Campbell, Mr. William",,Male,Passengers,Not applicable,Not applicable,Second,False
"Carbines, Mr. William",19.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",44.0,Female,Passengers,Not applicable,Not applicable,Second,False
"Carter, Rev. Ernest Courtenay",54.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Chapman, Mr. Charles Henry",52.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Chapman, Mr. John Henry",37.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",29.0,Female,Passengers,Not applicable,Not applicable,Second,False
"Christy, Miss. Julie Rachel",25.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Christy, Mrs. (Alice Frances)",45.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Clarke, Mr. Charles Valentine",29.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Clarke, Mrs. Charles V (Ada Maria Winfield)",28.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Coleridge, Mr. Reginald Charles",29.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Collander, Mr. Erik Gustaf",28.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Collett, Mr. Sidney C Stuart",24.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Collyer, Miss. Marjorie 'Lottie'",8.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Collyer, Mr. Harvey",31.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Collyer, Mrs. Harvey (Charlotte Annie Tate)",31.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Cook, Mrs. (Selena Rogers)",22.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Corbett, Mrs. Walter H (Irene Colvin)",30.0,Female,Passengers,Not applicable,Not applicable,Second,False
"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",,Female,Passengers,Not applicable,Not applicable,Second,False
"Cotterill, Mr. Henry 'Harry'",21.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Davies, Master. John Morgan Jr",8.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Davies, Mr. Charles Henry",18.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White)",48.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Davis, Miss. Mary",28.0,Female,Passengers,Not applicable,Not applicable,Second,True
"de Brito, Mr. Jose Joaquim",32.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Deacon, Mr. Percy William",17.0,Male,Passengers,Not applicable,Not applicable,Second,False
"del Carlo, Mr. Sebastiano",29.0,Male,Passengers,Not applicable,Not applicable,Second,False
"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",24.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Denbury, Mr. Herbert",25.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Dibden, Mr. William",18.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Doling, Miss. Elsie",18.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Doling, Mrs. John T (Ada Julia Bone)",34.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Downton, Mr. William James",54.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Drew, Master. Marshall Brines",8.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Drew, Mr. James Vivian",42.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Drew, Mrs. James Vivian (Lulu Thorne Christian)",34.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Duran y More, Miss. Asuncion",27.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Duran y More, Miss. Florentina",30.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Eitemiller, Mr. George Floyd",23.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Enander, Mr. Ingvar",21.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Fahlstrom, Mr. Arne Jonas",18.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Faunthorpe, Mr. Harry",40.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",29.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Fillbrook, Mr. Joseph Charles",18.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Fox, Mr. Stanley Hubert",36.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Frost, Mr. Anthony Wood 'Archie'",,Male,Passengers,Not applicable,Not applicable,Second,False
"Funk, Miss. Annie Clemmer",38.0,Female,Passengers,Not applicable,Not applicable,Second,False
"Fynney, Mr. Joseph J",35.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Gale, Mr. Harry",38.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Gale, Mr. Shadrach",34.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Garside, Miss. Ethel",34.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Gaskell, Mr. Alfred",16.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Gavey, Mr. Lawrence",26.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Gilbert, Mr. William",47.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Giles, Mr. Edgar",21.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Giles, Mr. Frederick Edward",21.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Giles, Mr. Ralph",24.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Gill, Mr. John William",24.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Gillespie, Mr. William Henry",34.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Givard, Mr. Hans Kristensen",30.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Greenberg, Mr. Samuel",52.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Hale, Mr. Reginald",30.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Hamalainen, Master. Viljo",1.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Hamalainen, Mrs. William (Anna)",24.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Harbeck, Mr. William H",44.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Harper, Miss. Annie Jessie 'Nina'",6.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Harper, Rev. John",28.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Harris, Mr. George",62.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Harris, Mr. Walter",30.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Hart, Miss. Eva Miriam",7.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Hart, Mr. Benjamin",43.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",45.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Herman, Miss. Alice",24.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Herman, Miss. Kate",24.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Herman, Mr. Samuel",49.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Herman, Mrs. Samuel (Jane Laver)",48.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Hewlett, Mrs. (Mary D Kingcome)",55.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Hickman, Mr. Leonard Mark",24.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Hickman, Mr. Lewis",32.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Hickman, Mr. Stanley George",21.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Hiltunen, Miss. Marta",18.0,Female,Passengers,Not applicable,Not applicable,Second,False
"Hocking, Miss. Ellen 'Nellie'",20.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Hocking, Mr. Richard George",23.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Hocking, Mr. Samuel James Metcalfe",36.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Hocking, Mrs. Elizabeth (Eliza Needs)",54.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Hodges, Mr. Henry Price",50.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Hold, Mr. Stephen",44.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Hold, Mrs. Stephen (Annie Margaret Hill)",29.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Hood, Mr. Ambrose Jr",21.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Hosono, Mr. Masabumi",42.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Howard, Mr. Benjamin",63.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Howard, Mrs. Benjamin (Ellen Truelove Arman)",60.0,Female,Passengers,Not applicable,Not applicable,Second,False
"Hunt, Mr. George Henry",33.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Ilett, Miss. Bertha",17.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Jacobsohn, Mr. Sidney Samuel",42.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",24.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Jarvis, Mr. John Denzil",47.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Jefferys, Mr. Clifford Thomas",24.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Jefferys, Mr. Ernest Wilfred",22.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Jenkin, Mr. Stephen Curnow",32.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",23.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Kantor, Mr. Sinai",34.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Kantor, Mrs. Sinai (Miriam Sternin)",24.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Karnes, Mrs. J Frank (Claire Bennett)",22.0,Female,Passengers,Not applicable,Not applicable,Second,False
"Keane, Miss. Nora A",,Female,Passengers,Not applicable,Not applicable,Second,True
"Keane, Mr. Daniel",35.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Kelly, Mrs. Florence 'Fannie'",45.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Kirkland, Rev. Charles Leonard",57.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Knight, Mr. Robert J",,Male,Passengers,Not applicable,Not applicable,Second,False
"Kvillner, Mr. Johan Henrik Johannesson",31.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Lahtinen, Mrs. William (Anna Sylfven)",26.0,Female,Passengers,Not applicable,Not applicable,Second,False
"Lahtinen, Rev. William",30.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Lamb, Mr. John Joseph",,Male,Passengers,Not applicable,Not applicable,Second,False
"Laroche, Miss. Louise",1.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Laroche, Miss. Simonne Marie Anne Andree",3.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Laroche, Mr. Joseph Philippe Lemercier",25.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",22.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Lehmann, Miss. Bertha",17.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Leitch, Miss. Jessie Wills",,Female,Passengers,Not applicable,Not applicable,Second,True
"Lemore, Mrs. (Amelia Milley)",34.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Levy, Mr. Rene Jacques",36.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Leyson, Mr. Robert William Norman",24.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Lingane, Mr. John",61.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Louch, Mr. Charles Alexander",50.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",42.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Mack, Mrs. (Mary)",57.0,Female,Passengers,Not applicable,Not applicable,Second,False
"Malachard, Mr. Noel",,Male,Passengers,Not applicable,Not applicable,Second,False
"Mallet, Master. Andre",1.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Mallet, Mr. Albert",31.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Mallet, Mrs. Albert (Antoinette Magnin)",24.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Mangiavacchi, Mr. Serafino Emilio",,Male,Passengers,Not applicable,Not applicable,Second,False
"Matthews, Mr. William John",30.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Maybery, Mr. Frank Hubert",40.0,Male,Passengers,Not applicable,Not applicable,Second,False
"McCrae, Mr. Arthur Gordon",32.0,Male,Passengers,Not applicable,Not applicable,Second,False
"McCrie, Mr. James Matthew",30.0,Male,Passengers,Not applicable,Not applicable,Second,False
"McKane, Mr. Peter David",46.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Mellinger, Miss. Madeleine Violet",13.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Mellinger, Mrs. (Elizabeth Anne Maidment)",41.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Mellors, Mr. William John",19.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Meyer, Mr. August",39.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Milling, Mr. Jacob Christian",48.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Mitchell, Mr. Henry Michael",70.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Montvila, Rev. Juozas",27.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Moraweck, Dr. Ernest",54.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Morley, Mr. Henry Samuel ('Mr Henry Marshall')",39.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Mudd, Mr. Thomas Charles",16.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Myles, Mr. Thomas Francis",62.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Nasser, Mr. Nicholas",32.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Nasser, Mrs. Nicholas (Adele Achem)",14.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Navratil, Master. Edmond Roger",2.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Navratil, Master. Michel M",3.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Navratil, Mr. Michel ('Louis M Hoffman')",36.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Nesson, Mr. Israel",26.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Nicholls, Mr. Joseph Charles",19.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Norman, Mr. Robert Douglas",28.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Nourney, Mr. Alfred ('Baron von Drachstedt')",20.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Nye, Mrs. (Elizabeth Ramell)",29.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Otter, Mr. Richard",39.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Oxenham, Mr. Percy Thomas",22.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Padro y Manent, Mr. Julian",,Male,Passengers,Not applicable,Not applicable,Second,True
"Pain, Dr. Alfred",23.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Pallas y Castello, Mr. Emilio",29.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Parker, Mr. Clifford Richard",28.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Parkes, Mr. Francis 'Frank'",,Male,Passengers,Not applicable,Not applicable,Second,False
"Parrish, Mrs. (Lutie Davis)",50.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Pengelly, Mr. Frederick William",19.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Pernot, Mr. Rene",,Male,Passengers,Not applicable,Not applicable,Second,False
"Peruschitz, Rev. Joseph Maria",41.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Phillips, Miss. Alice Frances Louisa",21.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Phillips, Miss. Kate Florence ('Mrs Kate Louise Phillips Marshall')",19.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Phillips, Mr. Escott Robert",43.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Pinsky, Mrs. (Rosa)",32.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Ponesell, Mr. Martin",34.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Portaluppi, Mr. Emilio Ilario Giuseppe",30.0,Male,Passengers,Not applicable,Not applicable,Second,True
"Pulbaum, Mr. Franz",27.0,Male,Passengers,Not applicable,Not applicable,Second,False
"Quick, Miss. Phyllis May",2.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Quick, Miss. Winifred Vera",8.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Quick, Mrs. Frederick Charles (Jane Richards)",33.0,Female,Passengers,Not applicable,Not applicable,Second,True
"Reeves, Mr. David",36.0,Male,Passengers,Not applicable,Not applicable,Second,False
